name,medal,city,noc,year,sport,event,gender,height,weight
SOLJA Petrissa,,Tokyo,GER,2020,Table Tennis,Women's Team,F,,
SOLOMON Kokob Tesfagaber,,Tokyo,ERI,2020,Athletics,Women's Marathon,F,,
SOLOMON Luna,,Tokyo,EOR,2020,Shooting,10m Air Rifle Women,F,,
SOLOMON Steven,,Tokyo,AUS,2020,Athletics,Men's 400m,M,,
SOLORZANO Yamileth,,Tokyo,ESA,2020,Boxing,Women's Feather (54-57kg),F,,
SOLUIANOVA Svetlana,,Tokyo,ROC,2020,Boxing,Women's Fly (48-51kg),F,,
SOMA Yuki,,Tokyo,JPN,2020,Football,Men Team,M,,
SOMERVILLE Gronya,,Tokyo,AUS,2020,Badminton,Women's Doubles Team,F,,
SOMERVILLE Gronya,,Tokyo,AUS,2020,Badminton,Mixed Doubles Team,F,,
SOMERVILLE Karri,,Tokyo,AUS,2020,Hockey,Women Team,F,,
SOMEYA Mayumi,,Tokyo,JPN,2020,Karate,Women's Kumite -61kg,F,,
SON Igor,B,Tokyo,KAZ,2020,Weightlifting,Men's 61kg,M,,
SONAM Sonam,,Tokyo,IND,2020,Wrestling,Women's Freestyle 62kg,F,,
SONE Akira,G,Tokyo,JPN,2020,Judo,Women +78 kg,F,,
SONE Akira,S,Tokyo,JPN,2020,Judo,Mixed Team,F,,
SONEGO Lorenzo,,Tokyo,ITA,2020,Tennis,Men's Singles,M,,
SONEGO Lorenzo,,Tokyo,ITA,2020,Tennis,Men's Doubles Team,M,,
SONG Bumkeun,,Tokyo,KOR,2020,Football,Men Team,M,,
SONG Jaeho,B,Tokyo,KOR,2020,Fencing,Men's Épée Team,M,,
SONG Jiayuan,,Tokyo,CHN,2020,Athletics,Women's Shot Put,F,,
SONG Jong-Ho,,Tokyo,KOR,2020,Shooting,25m Rapid Fire Pistol Men,M,,
SONG Minkyu,,Tokyo,KOR,2020,Football,Men Team,M,,
SONG Sera,,Tokyo,KOR,2020,Fencing,Women's Épée Individual,F,,
SONG Sera,S,Tokyo,KOR,2020,Fencing,Women's Épée Team,F,,
SONG Yiling,,Tokyo,CHN,2020,Sport Climbing,Women's Combined,F,,
SONNETT Emily,B,Tokyo,USA,2020,Football,Women Team,F,,
SONNTAG Julia,,Tokyo,GER,2020,Hockey,Women Team,F,,
SONODA Keigo,,Tokyo,JPN,2020,Badminton,Men's Doubles Team,M,,
SOO Wai Yam Minnie,,Tokyo,HKG,2020,Table Tennis,Women's Singles,F,,
SOO Wai Yam Minnie,B,Tokyo,HKG,2020,Table Tennis,Women's Team,F,,
SORM Patrik,,Tokyo,CZE,2020,Athletics,Men's 4 x 400m Relay Team,M,,
SOROKAITE Indre,,Tokyo,ITA,2020,Volleyball,Women Team,F,,
SOROKINA Darya,,Tokyo,AZE,2020,Rhythmic Gymnastics,Group All-Around Team,F,,
SORONZONBOLD Battsetseg,,Tokyo,MGL,2020,Wrestling,Women's Freestyle 68kg,F,,
SORRENTINO Giordana,,Tokyo,ITA,2020,Boxing,Women's Fly (48-51kg),F,,
SORRIBES TORMO Sara,,Tokyo,ESP,2020,Tennis,Women's Singles,F,,
SORRIBES TORMO Sara,,Tokyo,ESP,2020,Tennis,Women's Doubles Team,F,,
SORSBY Thomas,,Tokyo,GBR,2020,Hockey,Men Team,M,,
SORUM Christian Sandlie,G,Tokyo,NOR,2020,Beach Volleyball,Men Team,M,,
SOTERO Alice,,Tokyo,ITA,2020,Modern Pentathlon,Women's Individual,F,,
SOTO ABRIL Ana Waleska,,Tokyo,GUA,2020,Shooting,Trap Women,F,,
SOTO CAMPOS Catalina Anais,,Tokyo,CHI,2020,Cycling Road,Women's Road Race,F,,
SOTO Manuel Esteban,,Tokyo,COL,2020,Athletics,Men's 20km Race Walk,M,,
SOTOMAYOR COLLAZO Lorenzo,,Tokyo,AZE,2020,Boxing,Men's Welter (63-69kg),M,,
SOTOMAYOR Nikte Alejandra,,Tokyo,GUA,2020,Badminton,Women's Singles,F,,
SOTTILE Stefano,,Tokyo,ITA,2020,Athletics,Men's High Jump,M,,
SOUDI Mathis,,Tokyo,MAR,2020,Canoe Slalom,Men's Kayak,M,,
SOULEIMAN Ayanleh,,Tokyo,DJI,2020,Athletics,Men's 800m,M,,
SOULEIMAN Ayanleh,,Tokyo,DJI,2020,Athletics,Men's 1500m,M,,
SOUSA Catarina,,Tokyo,ANG,2020,Swimming,Women's 100m Freestyle,F,,
SOUSA Graziele,,Tokyo,BRA,2020,Boxing,Women's Fly (48-51kg),F,,
SOUSA Hebert,G,Tokyo,BRA,2020,Boxing,Men's Middle (69-75kg),M,,
SOUSA Helena,,Tokyo,ANG,2020,Handball,Women Team,F,,
SOUSA Joao,,Tokyo,POR,2020,Tennis,Men's Singles,M,,
SOUSA Joao,,Tokyo,POR,2020,Tennis,Men's Doubles Team,M,,
SOUSA Pedro,,Tokyo,POR,2020,Tennis,Men's Singles,M,,
SOUSA Pedro,,Tokyo,POR,2020,Tennis,Men's Doubles Team,M,,
SOUTA Vagner Junior,,Tokyo,BRA,2020,Canoe Sprint,Men's Kayak Single 1000m,M,,
SOUTTAR Harry,,Tokyo,AUS,2020,Football,Men Team,M,,
SOUWER Anna Sarah Sophie,,Tokyo,NED,2020,Rowing,Women's Single Sculls,F,,
SOUZA Alan,,Tokyo,BRA,2020,Volleyball,Men Team,M,,
SOUZA Caio,,Tokyo,BRA,2020,Artistic Gymnastics,Men's All-Around,M,,
SOUZA Caio,,Tokyo,BRA,2020,Artistic Gymnastics,Men's Floor Exercise,M,,
SOUZA Caio,,Tokyo,BRA,2020,Artistic Gymnastics,Men's Pommel Horse,M,,
SOUZA Caio,,Tokyo,BRA,2020,Artistic Gymnastics,Men's Rings,M,,
SOUZA Caio,,Tokyo,BRA,2020,Artistic Gymnastics,Men's Vault,M,,
SOUZA Caio,,Tokyo,BRA,2020,Artistic Gymnastics,Men's Parallel Bars,M,,
SOUZA Caio,,Tokyo,BRA,2020,Artistic Gymnastics,Men's Horizontal Bar,M,,
SOUZA Caio,,Tokyo,BRA,2020,Artistic Gymnastics,Men's Team,M,,
SOUZA FILHO Isaac,,Tokyo,BRA,2020,Diving,Men's 10m Platform,M,,
SOUZA Ricardo Lucarelli,,Tokyo,BRA,2020,Volleyball,Men Team,M,,
SOYIZWAPI Siviwe,,Tokyo,RSA,2020,Rugby Sevens,Men Team,M,,
SOZONOV Ivan,,Tokyo,ROC,2020,Badminton,Men's Doubles Team,M,,
SOZONOVA Nadezhda,,Tokyo,ROC,2020,Rugby Sevens,Women Team,F,,
SOZYKIN Pavel,,Tokyo,ROC,2020,Sailing,Men's Two Person Dinghy - 470 Team,M,,
SPAIC Vladan,,Tokyo,MNE,2020,Water Polo,Men Team,M,,
SPAJARI Pedro,,Tokyo,BRA,2020,Swimming,Men's 100m Freestyle,M,,
SPAJARI Pedro,,Tokyo,BRA,2020,Swimming,Men's 4 x 100m Freestyle Relay Team,M,,
SPANAKI Ariadne Paraskevi,,Tokyo,GRE,2020,Sailing,Women's Two Person Dinghy - 470 Team,F,,
SPANOUDAKI Rafalia,,Tokyo,GRE,2020,Athletics,Women's 100m,F,,
SPANOUDAKI Rafalia,,Tokyo,GRE,2020,Athletics,Women's 200m,F,,
SPANOVIC Ivana,,Tokyo,SRB,2020,Athletics,Women's Long Jump,F,,
SPAULDING Delaney,S,Tokyo,USA,2020,Baseball/Softball,Softball Team,F,,
SPELMEYER-PREUSS Ruth Sophia,,Tokyo,GER,2020,Athletics,Women's 4 x 400m Relay Team,F,,
SPELMEYER-PREUSS Ruth Sophia,,Tokyo,GER,2020,Athletics,4 x 400m Relay Mixed Team,F,,
SPENCER Levern,,Tokyo,LCA,2020,Athletics,Women's High Jump,F,,
SPENDOLINI SIRIEIX Andrea,,Tokyo,GBR,2020,Diving,Women's 10m Platform,F,,
SPESIVTSEV Maxim,,Tokyo,ROC,2020,Canoe Sprint,Men's Kayak Single 1000m,M,,
SPESIVTSEV Maxim,,Tokyo,ROC,2020,Canoe Sprint,Men's Kayak Double 1000m Team,M,,
SPESIVTSEV Maxim,,Tokyo,ROC,2020,Canoe Sprint,Men's Kayak Four 500m Team,M,,
SPIES Jean,,Tokyo,RSA,2020,Cycling Track,Men's Sprint,M,,
SPIES Jean,,Tokyo,RSA,2020,Cycling Track,Men's Keirin,M,,
SPILKOVA Klara,,Tokyo,CZE,2020,Golf,Women's Individual Stroke Play,F,,
SPIRIG Nicola,,Tokyo,SUI,2020,Triathlon,Women's Individual,F,,
SPIRIG Nicola,,Tokyo,SUI,2020,Triathlon,Mixed Relay Team,F,,
SPISSU Marco,,Tokyo,ITA,2020,Basketball,Men Team,M,,
SPONCIL Sarah,,Tokyo,USA,2020,Beach Volleyball,Women Team,F,,
SPOONER Nicholas Balfour,,Tokyo,RSA,2020,Hockey,Men Team,M,,
SPOORS Lucy,S,Tokyo,NZL,2020,Rowing,Women's Eight Team,F,,
SPOTAKOVA Barbora,,Tokyo,CZE,2020,Athletics,Women's Javelin Throw,F,,
SPOTAKOVA Jana,,Tokyo,SVK,2020,Shooting,Trap Mixed Team,F,,
SPRATT Amanda,,Tokyo,AUS,2020,Cycling Road,Women's Road Race,F,,
SPRINGSTEEN Jessica,S,Tokyo,USA,2020,Equestrian,Jumping Team,F,,
SPRINGSTEEN Jessica,,Tokyo,USA,2020,Equestrian,Jumping Individual,F,,
SPRUNGER Lea,,Tokyo,SUI,2020,Athletics,Women's 400m Hurdles,F,,
SPRUNGER Lea,,Tokyo,SUI,2020,Athletics,Women's 4 x 400m Relay Team,F,,
SPYCHAKOV Katy,,Tokyo,ISR,2020,Sailing,Women's Windsurfer - RS:X,F,,
SQUIRES Tom,,Tokyo,GBR,2020,Sailing,Men's Windsurfer - RS:X,M,,
SRBIC Tin,S,Tokyo,CRO,2020,Artistic Gymnastics,Men's Horizontal Bar,M,,
SREESHANKAR,,Tokyo,IND,2020,Athletics,Men's Long Jump,M,,
SRESTHAPORN Savate,,Tokyo,THA,2020,Shooting,Trap Men,M,,
SRISA - ARD Jenjira,,Tokyo,THA,2020,Swimming,Women's 50m Freestyle,F,,
SRISA - ARD Jenjira,,Tokyo,THA,2020,Swimming,Women's 100m Freestyle,F,,
SSEMUJJU Kavuma David,,Tokyo,UGA,2020,Boxing,Men's Middle (69-75kg),M,,
ST. FORT Khalifa,,Tokyo,TTO,2020,Athletics,Women's 4 x 100m Relay Team,F,,
ST. HILLAIRE Dwight,,Tokyo,TTO,2020,Athletics,Men's 400m,M,,
ST. HILLAIRE Dwight,,Tokyo,TTO,2020,Athletics,Men's 4 x 400m Relay Team,M,,
STACCHIOTTI Raphael,,Tokyo,LUX,2020,Swimming,Men's 200m Individual Medley,M,,
STACH Aleksandra,,Tokyo,POL,2020,Canoe Slalom,Women's Canoe,F,,
STACH Anton,,Tokyo,GER,2020,Football,Men Team,M,,
STADLER Alexander,,Tokyo,GER,2020,Hockey,Men Team,M,,
STADNIK Mariya,B,Tokyo,AZE,2020,Wrestling,Women's Freestyle 50kg,F,,
STAEBLER Frank,B,Tokyo,GER,2020,Wrestling,Men's Greco-Roman 67kg,M,,
STAEHLI Julie-Anne,,Tokyo,CAN,2020,Athletics,Women's 5000m,F,,
STAFFORD Lucia,,Tokyo,CAN,2020,Athletics,Women's 1500m,F,,
STAHL Daniel,G,Tokyo,SWE,2020,Athletics,Men's Discus Throw,M,,
STAHL Mitchell,,Tokyo,USA,2020,Volleyball,Men Team,M,,
STAIB Constantin,,Tokyo,GER,2020,Hockey,Men Team,M,,
STAIRMAND Billy,,Tokyo,NZL,2020,Surfing,Men,M,,
STALHEIM Jesper,,Tokyo,SWE,2020,Sailing,Men's One Person Dinghy - Laser,M,,
STAM Katja,,Tokyo,NED,2020,Beach Volleyball,Women Team,F,,
STAM Lauren Lara Jeanette,G,Tokyo,NED,2020,Hockey,Women Team,F,,
STAMBAUGH Victoria,,Tokyo,PUR,2020,Taekwondo,Women -49kg,F,,
STAMENIC Marko,,Tokyo,NZL,2020,Football,Men Team,M,,
STAMENOVA Staniliya,,Tokyo,BUL,2020,Canoe Sprint,Women's Canoe Single 200m,F,,
STANCIL Felicia,,Tokyo,USA,2020,Cycling BMX Racing,Women,F,,
STANCIU Daniela,,Tokyo,ROU,2020,Athletics,Women's High Jump,F,,
STANCO Silvana,,Tokyo,ITA,2020,Shooting,Trap Women,F,,
STANEK Tomas,,Tokyo,CZE,2020,Athletics,Men's Shot Put,M,,
STANGAR Marusa,,Tokyo,SLO,2020,Judo,Women -48 kg,F,,
STANGER George,,Tokyo,NZL,2020,Football,Men Team,M,,
STANISCLAUS Ayla,,Tokyo,TTO,2020,Athletics,Women's 4 x 100m Relay Team,F,,
STANISZEWSKI Daniel,,Tokyo,POL,2020,Cycling Track,Men's Omnium,M,,
STANISZEWSKI Daniel,,Tokyo,POL,2020,Cycling Track,Men's Madison Team,M,,
STANKIEWICZ Aneta,,Tokyo,POL,2020,Shooting,10m Air Rifle Women,F,,
STANKIEWICZ Aneta,,Tokyo,POL,2020,Shooting,50m Rifle 3 Positions Women,F,,
STANKIEWICZ Aneta,,Tokyo,POL,2020,Shooting,10m Air Rifle Mixed Team,F,,
STANKIEWICZ Theodore,,Tokyo,MEX,2020,Baseball/Softball,Baseball Team,M,,
STANKOVIC Dragana,,Tokyo,SRB,2020,Basketball,Women Team,F,,
STANLEY Matie,,Tokyo,TUV,2020,Athletics,Women's 100m,F,,
STANO Massimo,G,Tokyo,ITA,2020,Athletics,Men's 20km Race Walk,M,,
STANWAY Georgia,,Tokyo,GBR,2020,Football,Women Team,F,,
STAPENHORST Charlotte,,Tokyo,GER,2020,Hockey,Women Team,F,,
STARC Brandon,,Tokyo,AUS,2020,Athletics,Men's High Jump,M,,
STARCEVIC Bozo,,Tokyo,CRO,2020,Wrestling,Men's Greco-Roman 77kg,M,,
STARIKOVA Olena,,Tokyo,UKR,2020,Cycling Track,Women's Team Sprint Team,F,,
STARIKOVA Olena,S,Tokyo,UKR,2020,Cycling Track,Women's Sprint,F,,
STARIKOVA Olena,,Tokyo,UKR,2020,Cycling Track,Women's Keirin,F,,
STARLING Bubba,S,Tokyo,USA,2020,Baseball/Softball,Baseball Team,M,,
STARTSEVA Evgeniya,,Tokyo,ROC,2020,Volleyball,Women Team,F,,
STASIAK Sebastian,,Tokyo,POL,2020,Modern Pentathlon,Men's Individual,M,,
STATEFF Delian,,Tokyo,ITA,2020,Triathlon,Men's Individual,M,,
STATEFF Delian,,Tokyo,ITA,2020,Triathlon,Mixed Relay Team,M,,
STECCHI Claudio Michel,,Tokyo,ITA,2020,Athletics,Men's Pole Vault,M,,
STEEN Jordan,,Tokyo,CAN,2020,Wrestling,Men's Freestyle 97kg,M,,
STEENBERGEN Marrit,,Tokyo,NED,2020,Swimming,Women's 4 x 100m Freestyle Relay Team,F,,
STEENHUIS Guusje,,Tokyo,NED,2020,Judo,Women -78 kg,F,,
STEENHUIS Guusje,,Tokyo,NED,2020,Judo,Mixed Team,F,,
STEFAN Florin,,Tokyo,ROU,2020,Football,Men Team,M,,
STEFANI Luisa,B,Tokyo,BRA,2020,Tennis,Women's Doubles Team,F,,
STEFANI Luisa,,Tokyo,BRA,2020,Tennis,Mixed Doubles Team,F,,
STEFANIDI Katerina,,Tokyo,GRE,2020,Athletics,Women's Pole Vault,F,,
STEFANOVIC Milutin,,Tokyo,SRB,2020,Shooting,10m Air Rifle Men,M,,
STEFANOVIC Milutin,,Tokyo,SRB,2020,Shooting,50m Rifle 3 Positions Men,M,,
STEFANOVIC Milutin,,Tokyo,SRB,2020,Shooting,10m Air Rifle Mixed Team,M,,
STEFANOVIC Strahinja,,Tokyo,SRB,2020,Canoe Sprint,Men's Kayak Single 200m,M,,
STEFANOWICZ JR John Walter,,Tokyo,USA,2020,Wrestling,Men's Greco-Roman 87kg,M,,
STEFFEN Benjamin,,Tokyo,SUI,2020,Fencing,Men's Épée Individual,M,,
STEFFEN Benjamin,,Tokyo,SUI,2020,Fencing,Men's Épée Team,M,,
STEFFENS Margaret,G,Tokyo,USA,2020,Water Polo,Women Team,F,,
STEINACKER Marike,,Tokyo,GER,2020,Athletics,Women's Discus Throw,F,,
STEINER Sylvia,,Tokyo,AUT,2020,Shooting,10m Air Pistol Women,F,,
STEINER Sylvia,,Tokyo,AUT,2020,Shooting,25m Pistol Women,F,,
STEINGRUBER Giulia,,Tokyo,SUI,2020,Artistic Gymnastics,Women's All-Around,F,,
STEINGRUBER Giulia,,Tokyo,SUI,2020,Artistic Gymnastics,Women's Vault,F,,
STEINGRUBER Giulia,,Tokyo,SUI,2020,Artistic Gymnastics,Women's Uneven Bars,F,,
STEINGRUBER Giulia,,Tokyo,SUI,2020,Artistic Gymnastics,Women's Balance Beam,F,,
STEINGRUBER Giulia,,Tokyo,SUI,2020,Artistic Gymnastics,Women's Floor Exercise,F,,
STEINHAUSER Verena,,Tokyo,ITA,2020,Triathlon,Women's Individual,F,,
STEINHAUSER Verena,,Tokyo,ITA,2020,Triathlon,Mixed Relay Team,F,,
STEINRUCK Katharina,,Tokyo,GER,2020,Athletics,Women's Marathon,F,,
STENBERG Anita Yvonne,,Tokyo,NOR,2020,Cycling Track,Women's Omnium,F,,
STENE Jenny,,Tokyo,NOR,2020,Shooting,10m Air Rifle Women,F,,
STENE Jenny,,Tokyo,NOR,2020,Shooting,50m Rifle 3 Positions Women,F,,
STENE Jenny,,Tokyo,NOR,2020,Shooting,10m Air Rifle Mixed Team,F,,
STENSILS Linnea,,Tokyo,SWE,2020,Canoe Sprint,Women's Kayak Single 200m,F,,
STENSILS Linnea,,Tokyo,SWE,2020,Canoe Sprint,Women's Kayak Single 500m,F,,
STENSNESS Gianni,,Tokyo,NZL,2020,Football,Men Team,M,,
STEPANOVA Kira,,Tokyo,ROC,2020,Canoe Sprint,Women's Kayak Single 500m,F,,
STEPANOVA Kira,,Tokyo,ROC,2020,Canoe Sprint,Women's Kayak Double 500m Team,F,,
STEPANOVA Kira,,Tokyo,ROC,2020,Canoe Sprint,Women's Kayak Four 500m Team,F,,
STEPANOVA Vasilisa,S,Tokyo,ROC,2020,Rowing,Women's Pair Team,F,,
STEPHAN Lucy,G,Tokyo,AUS,2020,Rowing,Women's Four Team,F,,
STEPHENS Jagger,,Tokyo,GUM,2020,Swimming,Men's 100m Freestyle,M,,
STEPHENS Laura,,Tokyo,GBR,2020,Swimming,Women's 200m Butterfly,F,,
STEPTO Tarni,,Tokyo,AUS,2020,Baseball/Softball,Softball Team,F,,
STERCKX Nina,,Tokyo,BEL,2020,Weightlifting,Women's 49kg,F,,
STERKENBURG Erin,,Tokyo,RSA,2020,Sport Climbing,Women's Combined,F,,
STERPU Victor,,Tokyo,MDA,2020,Judo,Men -73 kg,M,,
STEVAUX CARNAVAL Priscilla Andreia,,Tokyo,BRA,2020,Cycling BMX Racing,Women,F,,
STEVENS Dani,,Tokyo,AUS,2020,Athletics,Women's Discus Throw,F,,
STEVENS Robyn,,Tokyo,USA,2020,Athletics,Women's 20km Race Walk,F,,
STEVENSON Ben,,Tokyo,USA,2020,Water Polo,Men Team,M,,
STEVESON Gable Dan,G,Tokyo,USA,2020,Wrestling,Men's Freestyle 125kg,M,,
STEWART Ava,,Tokyo,CAN,2020,Artistic Gymnastics,Women's All-Around,F,,
STEWART Ava,,Tokyo,CAN,2020,Artistic Gymnastics,Women's Vault,F,,
STEWART Ava,,Tokyo,CAN,2020,Artistic Gymnastics,Women's Uneven Bars,F,,
STEWART Ava,,Tokyo,CAN,2020,Artistic Gymnastics,Women's Balance Beam,F,,
STEWART Ava,,Tokyo,CAN,2020,Artistic Gymnastics,Women's Floor Exercise,F,,
STEWART Ava,,Tokyo,CAN,2020,Artistic Gymnastics,Women's Team,F,,
STEWART Breanna,G,Tokyo,USA,2020,Basketball,Women Team,F,,
STEWART Campbell,,Tokyo,NZL,2020,Cycling Track,Men's Team Pursuit Team,M,,
STEWART Campbell,S,Tokyo,NZL,2020,Cycling Track,Men's Omnium,M,,
STEWART Campbell,,Tokyo,NZL,2020,Cycling Track,Men's Madison Team,M,,
STEWART Donn,,Tokyo,RSA,2020,Water Polo,Men Team,M,,
STEWART Grace,,Tokyo,AUS,2020,Hockey,Women Team,F,,
STEWART Kelsey,S,Tokyo,USA,2020,Baseball/Softball,Softball Team,F,,
STEWART Murray,,Tokyo,AUS,2020,Canoe Sprint,Men's Kayak Four 500m Team,M,,
STEWART Reba,,Tokyo,AUS,2020,Taekwondo,Women +67kg,F,,
STEWART Trevor,G,Tokyo,USA,2020,Athletics,Men's 4 x 400m Relay Team,M,,
STEWART Trevor,B,Tokyo,USA,2020,Athletics,4 x 400m Relay Mixed Team,M,,
STEYN Gerda,,Tokyo,RSA,2020,Athletics,Women's Marathon,F,,
STIGGER Laura,,Tokyo,AUT,2020,Cycling Mountain Bike,Women's Cross-country,F,,
STINSON Jada Shanice,,Tokyo,PUR,2020,Basketball,Women Team,F,,
STIPANOVIC Tonci,S,Tokyo,CRO,2020,Sailing,Men's One Person Dinghy - Laser,M,,
STJEPANOVIC Velimir,,Tokyo,SRB,2020,Swimming,Men's 200m Freestyle,M,,
STJEPANOVIC Velimir,,Tokyo,SRB,2020,Swimming,Men's 4 x 100m Freestyle Relay Team,M,,
STOENESCU Ancuta,,Tokyo,ROU,2020,3x3 Basketball,Women Team,F,,
STOEPHASIUS Lilly,,Tokyo,GER,2020,Skateboarding,Women's Park,F,,
STOEVA Gabriela,,Tokyo,BUL,2020,Badminton,Women's Doubles Team,F,,
STOEVA Stefani,,Tokyo,BUL,2020,Badminton,Women's Doubles Team,F,,
STOJ Bartlomiej,,Tokyo,POL,2020,Athletics,Men's Discus Throw,M,,
STOJANOVIC Nina,,Tokyo,SRB,2020,Tennis,Women's Singles,F,,
STOJANOVIC Nina,,Tokyo,SRB,2020,Tennis,Women's Doubles Team,F,,
STOJANOVIC Nina,,Tokyo,SRB,2020,Tennis,Mixed Doubles Team,F,,
STOJOSKI Jovan,,Tokyo,MKD,2020,Athletics,Men's 400m,M,,
STOKES Demi,,Tokyo,GBR,2020,Football,Women Team,F,,
STOKOWSKI Kacper,,Tokyo,POL,2020,Swimming,Men's 100m Backstroke,M,,
STOKOWSKI Kacper,,Tokyo,POL,2020,Swimming,Men's 4 x 100m Medley Relay Team,M,,
STOLL Theresa,,Tokyo,GER,2020,Judo,Women -57 kg,F,,
STOLL Theresa,B,Tokyo,GER,2020,Judo,Mixed Team,F,,
STOMPHORST Nomi,,Tokyo,NED,2020,Water Polo,Women Team,F,,
STONE Anne-Elizabeth,,Tokyo,USA,2020,Fencing,Women's Sabre Individual,F,,
STONE Anne-Elizabeth,,Tokyo,USA,2020,Fencing,Women's Sabre Team,F,,
STONE Gavin,,Tokyo,CAN,2020,Rowing,Men's Four Team,M,,
STONE Genevra,,Tokyo,USA,2020,Rowing,Women's Double Sculls Team,F,,
STONE Ross,,Tokyo,RSA,2020,Water Polo,Men Team,M,,
STORNES Casper,,Tokyo,NOR,2020,Triathlon,Men's Individual,M,,
STOSUR Samantha,,Tokyo,AUS,2020,Tennis,Women's Singles,F,,
STOSUR Samantha,,Tokyo,AUS,2020,Tennis,Women's Doubles Team,F,,
STOYANOVSKIY Oleg,S,Tokyo,ROC,2020,Beach Volleyball,Men Team,M,,
STRACHAN Anthonique,,Tokyo,BAH,2020,Athletics,Women's 200m,F,,
STRACHAN Anthonique,,Tokyo,BAH,2020,Athletics,Women's 4 x 400m Relay Team,F,,
STRAHL Martina,,Tokyo,SUI,2020,Athletics,Women's Marathon,F,,
STRAKA Sepp,,Tokyo,AUT,2020,Golf,Men's Individual Stroke Play,M,,
STRANDLI Are Weierholt,,Tokyo,NOR,2020,Rowing,Lightweight Men's Double Sculls Team,M,,
STRANSKY Mara,,Tokyo,AUS,2020,Sailing,Women's One Person Dinghy - Laser Radial,F,,
STRATTON Brooke,,Tokyo,AUS,2020,Athletics,Women's Long Jump,F,,
STRAUCH Jenna,,Tokyo,AUS,2020,Swimming,Women's 200m Breaststroke,F,,
STREBKOVA Nataliya,,Tokyo,UKR,2020,Athletics,Women's 3000m Steeplechase,F,,
STREETS Kaito,,Tokyo,JPN,2020,Fencing,Men's Sabre Individual,M,,
STREETS Kaito,,Tokyo,JPN,2020,Fencing,Men's Sabre Team,M,,
STREMPFL Martin,,Tokyo,AUT,2020,Shooting,10m Air Rifle Men,M,,
STRENIUS Patricia Caroline,,Tokyo,SWE,2020,Weightlifting,Women's 76kg,F,,
STROMBERG Carin,,Tokyo,SWE,2020,Handball,Women Team,F,,
STRONG Corbin,,Tokyo,NZL,2020,Cycling Track,Men's Team Pursuit Team,M,,
STRONG Corbin,,Tokyo,NZL,2020,Cycling Track,Men's Madison Team,M,,
STRUFF Jan-Lennard,,Tokyo,GER,2020,Tennis,Men's Singles,M,,
STRUFF Jan-Lennard,,Tokyo,GER,2020,Tennis,Men's Doubles Team,M,,
STRUGNELL Laura,,Tokyo,RSA,2020,Artistic Swimming,Duet Team,F,,
STUBBLETY-COOK Izaac,,Tokyo,AUS,2020,Swimming,Men's 100m Breaststroke,M,,
STUBBLETY-COOK Izaac,G,Tokyo,AUS,2020,Swimming,Men's 200m Breaststroke,M,,
STUBBLETY-COOK Izaac,,Tokyo,AUS,2020,Swimming,Men's 4 x 100m Medley Relay Team,M,,
STUBBLETY-COOK Izaac,B,Tokyo,AUS,2020,Swimming,Mixed 4 x 100m Medley Relay Team,M,,
STUDER Max,,Tokyo,SUI,2020,Triathlon,Men's Individual,M,,
STUDER Max,,Tokyo,SUI,2020,Triathlon,Mixed Relay Team,M,,
STUHLEMMER Alica,B,Tokyo,GER,2020,Sailing,Mixed Multihull - Nacra 17 Foiling Team,F,,
STUMP Nils,,Tokyo,SUI,2020,Judo,Men -73 kg,M,,
STUNES ISENE Ola,,Tokyo,NOR,2020,Athletics,Men's Discus Throw,M,,
STUPIN Maxim,,Tokyo,ROC,2020,Swimming,Men's 200m Individual Medley,M,,
STUPIN Maxim,,Tokyo,ROC,2020,Swimming,Men's 400m Individual Medley,M,,
STYBAR Zdenek,,Tokyo,CZE,2020,Cycling Road,Men's Road Race,M,,
SU Bingtian,,Tokyo,CHN,2020,Athletics,Men's 100m,M,,
SU Bingtian,,Tokyo,CHN,2020,Athletics,Men's 4 x 100m Relay Team,M,,
SU Po-Ya,,Tokyo,TPE,2020,Taekwondo,Women -49kg,F,,
SU Xinyue,,Tokyo,CHN,2020,Athletics,Women's Discus Throw,F,,
SUAREZ Gabriela Anahi,,Tokyo,ECU,2020,Athletics,Women's 4 x 100m Relay Team,F,,
SUAREZ Jeison Alexander,,Tokyo,COL,2020,Athletics,Men's Marathon,M,,
SUAREZ NAVARRO Carla,,Tokyo,ESP,2020,Tennis,Women's Singles,F,,
SUAREZ NAVARRO Carla,,Tokyo,ESP,2020,Tennis,Women's Doubles Team,F,,
SUBBOTINA Ekaterina,,Tokyo,ROC,2020,Shooting,Trap Women,F,,
SUBBOTINA Ekaterina,,Tokyo,ROC,2020,Shooting,Trap Mixed Team,F,,
SUCCI Maria Belen,S,Tokyo,ARG,2020,Hockey,Women Team,F,,
SUDE Julia,,Tokyo,GER,2020,Beach Volleyball,Women Team,F,,
SUESSEMILCH Laura,G,Tokyo,GER,2020,Cycling Track,Women's Team Pursuit Team,F,,
SUESSEMILCH Laura,,Tokyo,GER,2020,Cycling Track,Women's Madison,F,,
SUGASAWA Yuika,,Tokyo,JPN,2020,Football,Women Team,F,,
SUGIHARA Aiko,,Tokyo,JPN,2020,Artistic Gymnastics,Women's All-Around,F,,
SUGIHARA Aiko,,Tokyo,JPN,2020,Artistic Gymnastics,Women's Vault,F,,
SUGIHARA Aiko,,Tokyo,JPN,2020,Artistic Gymnastics,Women's Uneven Bars,F,,
